id,instruction,input,reference_answer,category,topic,topic_group,prompt,generated_answer,model,base_model_id,adapter_path,device,precision,latency_seconds,input_tokens,output_tokens,tokens_per_second,peak_gpu_memory_gb,rouge1,rouge2,rougeL,semantic_reference_similarity,semantic_prompt_similarity,semantic_relevance,bertscore_precision,bertscore_recall,bertscore_f1,adherence_score,adherence_answered,adherence_topic_coverage,adherence_format_score,adherence_no_unnecessary_refusal,adherence_length_score,adherence_repetition_score,hallucination_risk_flag,hallucination_risk_types,hallucination_risk_severity,unsupported_numbers,reference_support_score
mlds-ext-e1bef5712e5d,Give an interview-style answer explaining recurrent neural network.,,"A strong interview answer is: A recurrent neural network updates a hidden state while processing a sequence. It models order and context in text or time-series data. For example, processing a sequence of sensor readings. I would also mention that standard rnns can struggle with long dependencies and vanishing gradients.",interview_answer,recurrent neural network,recurrent neural network,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give an interview-style answer explaining recurrent neural network.

Response:",An interview answer is: Recurrent neural network is a recurrent neural network. It is a recurrent neural network. It is a recurrent neural network. It is a recurrent network.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.754327,65,49,64.9586,0.2162,0.275,0.15384615384615383,0.275,0.65536517,0.70781076,0.6684766,0.8924495,0.7623651,0.82229435,0.95,True,1.0,1.0,True,1.0,0.0,False,[],none,[],0.655365
mlds-ext-2f78f3c3e743,Give an interview-style answer explaining retrieval-augmented generation.,,"A strong interview answer is: Retrieval-augmented generation retrieves relevant sources and includes them in the model context before generation. It can improve grounding and make answers traceable to documents. For example, answering questions about a portfolio by retrieving README passages. I would also mention that poor retrieval or ignored evidence can still produce incorrect answers.",interview_answer,retrieval-augmented generation,retrieval-augmented generation,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give an interview-style answer explaining retrieval-augmented generation.

Response:","An interview answer is: retrieval-augmented generation is a process that requires a lot of data. For example, a retrieval-augmented generation requires a lot of data. For example, a retrieval-augmented generation requires a lot of data. For example, retrieval-augmented generation requires a lot of data.",lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,1.196476,65,73,61.0125,0.2173,0.2884615384615385,0.1176470588235294,0.25,0.58365643,0.60168076,0.58816254,0.830355,0.7614019,0.79438496,0.8125,True,0.45,1.0,True,1.0,0.0,False,[],none,[],0.583656
mlds-ext-ec9112efcbed,Give an interview-style answer explaining self-supervised learning.,,"A strong interview answer is: Self-supervised learning creates training signals from the data itself, such as predicting masked tokens. It enables representation learning before a smaller supervised fine-tuning stage. For example, pretraining a language model on unlabeled technical text and then adapting it to ticket classification. I would also mention that pretraining objectives do not guarantee downstream factual accuracy.",interview_answer,self-supervised learning,self-supervised learning,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give an interview-style answer explaining self-supervised learning.

Response:","An interview answer is: Self-supervised learning is a learning tool that can be used in a variety of contexts. For example, self-supervised learning can be used in a variety of contexts. For example, self-supervised learning can be used in a variety of contexts. For example, self-supervised learning can be used in a variety of contexts.",lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,1.465191,64,82,55.9654,0.2176,0.23333333333333334,0.10169491525423728,0.2,0.65589607,0.7309957,0.674671,0.7934995,0.746507,0.7692863,0.8125,True,0.45,1.0,True,1.0,0.0,False,[],none,[],0.655896
mlds-ext-b61bc960dfec,Give an interview-style answer explaining semantic search.,,"A strong interview answer is: Semantic search retrieves items by meaning rather than exact keyword overlap. It can match paraphrases and related concepts. For example, finding a project about defect detection from the query 'quality issue classifier'. I would also mention that embedding quality, chunking, indexing, and evaluation determine usefulness.",interview_answer,semantic search,semantic search,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give an interview-style answer explaining semantic search.

Response:","A good interview answer is: semantic search is a way to identify a particular object. For example, if a specific object is a model of a particular object. For example, if a specific object is a model of a specific object. For example, if a specific object is a model of a specific object. For example, if a specific object is a model of a specific object.",lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,1.573415,62,97,61.6493,0.2182,0.15384615384615385,0.08695652173913045,0.15384615384615385,0.64707565,0.72162366,0.66571265,0.77320075,0.7614354,0.767273,0.8125,True,0.45,1.0,True,1.0,0.0,False,[],none,[],0.647076
mlds-ext-e9c769888e6b,Explain macro F1 and weighted F1.,,"Macro F1 averages class-level F1 scores equally, so rare classes matter as much as common ones. Weighted F1 weights each class by its support, so common classes influence the result more. Report per-class metrics as well when minority performance is important.",metric_explanation,macro-weighted-f1,macro-weighted-f1,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain macro F1 and weighted F1.

Response:",macro F1 weighted F1 weighted F1 weighted F1 weighted F1 weighted F1 weighted F1 weighted F1 weighted F1 weighted F1.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.816813,62,50,61.2136,0.2161,0.1904761904761905,0.09836065573770492,0.1904761904761905,0.65589684,0.84091043,0.7021502,0.89057493,0.70237,0.7853543,0.7,True,1.0,0.0,True,1.0,0.0,False,[],none,[],0.655897
mlds-ext-db8dfa38702f,Explain precision and recall with a practical example.,,"Imagine a defect-alert model. Precision asks: among all units flagged as defective, how many were truly defective? Recall asks: among all truly defective units, how many did the model catch? Raise precision when false alarms are expensive; raise recall when missed defects are dangerous.",metric_explanation,precision and recall,precision and recall,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain precision and recall with a practical example.

Response:",Precision recall is a measure of a model's performance. It is a measure of a model's performance. It is a measure of a model's performance. It is a measure of a model's performance.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.846697,62,55,64.9583,0.2163,0.12195121951219512,0.0,0.07317073170731708,0.59927255,0.7495589,0.63684416,0.74574554,0.69471407,0.7193259,0.675,True,0.9,0.0,True,1.0,0.0,False,[],none,[],0.599273
mlds-ext-95b0c749ba1f,Explain RMSE as a model-evaluation metric.,,Root Mean Squared Error is the square root of MSE. Formula: square root of mean squared error. Use it to retain target units while emphasizing large errors. Limitation: It is sensitive to outliers.,metric_explanation,RMSE,rmse,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain RMSE as a model-evaluation metric.

Response:",RMSE is a model-evaluation metric that compares a model to a model. It is a model-evaluation metric that compares a model to a model.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.720893,67,48,66.5841,0.2162,0.1694915254237288,0.03508771929824561,0.1694915254237288,0.58551884,0.90058196,0.6642846,0.7523074,0.71966666,0.7356251,0.7,True,1.0,0.0,True,1.0,0.0,False,[],none,[],0.585519
mlds-ext-726f39fba054,Explain how to interpret RMSE in a real ML project.,,"In a practical evaluation, root mean squared error is the square root of mse. Compute it as square root of mean squared error. Use it to retain target units while emphasizing large errors. Always remember: It is sensitive to outliers.",metric_explanation,RMSE,rmse,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain how to interpret RMSE in a real ML project.

Response:","RMSE interprets the RMSE in a real ML project. For example, if a RMSE is based on a real ML project, RMSE is based on a real ML project. For example, if a RMSE is based on a real ML project, RMSE is based on a real ML project.",lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,1.6095,67,89,55.2967,0.2182,0.11235955056179775,0.022988505747126433,0.08988764044943819,0.45031166,0.8151635,0.54152465,0.72164106,0.6991078,0.7101957,0.7,True,1.0,0.0,True,1.0,0.0,False,[],none,[],0.450312
mlds-ext-57360469e319,Explain how to make an internal quality-learning assistant more trustworthy.,,"Use retrieval over approved, versioned documents; return source citations; restrict answers to retrieved evidence; and require abstention when support is weak. Evaluate retrieval recall, citation correctness, groundedness, and human usefulness. Protect confidential content through access controls and logging policies rather than exposing it in a public demo.",quality_analytics,quality assistant grounding,quality assistant grounding,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain how to make an internal quality-learning assistant more trustworthy.

Response:","A quality-learning assistant should be able to measure the performance of a dataset. For example, if a dataset is based on a dataset, it should be able to measure the performance of a dataset. For example, if a dataset is based on a dataset, it should be able to measure the performance of a dataset.",lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,1.49182,65,80,53.6258,0.2176,0.07766990291262135,0.0,0.07766990291262135,0.22733486,0.53134036,0.30333623,0.7103454,0.68570393,0.6978072,0.88,True,0.72,1.0,True,1.0,0.0,True,['low_reference_support'],review,[],0.227335
mlds-ext-b707768a40ac,Explain how machine learning could support supplier risk model.,,"Use historical supplier quality, delivery, material, and corrective-action features that are known before the prediction date. Validate by future time windows and supplier groups, avoid target leakage from post-event fields, and present risk drivers rather than using the score as an automatic supplier decision.",quality_analytics,supplier risk model,supplier risk model,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain how machine learning could support supplier risk model.

Response:","Machine learning could support a supplier risk model, a model that is based on a model that is based on a model that is based on a model that is based on a model that is based on a model that is based on a model.",lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,1.195742,62,64,53.5233,0.2167,0.06521739130434782,0.0,0.043478260869565216,0.5350463,0.8868226,0.62299037,0.736081,0.7309429,0.733503,0.95,True,1.0,1.0,True,1.0,0.0,False,[],none,[],0.535046
mlds-ext-9606de835323,Explain what should accompany a reproducible LoRA model release.,,"Publish the base-model identifier, adapter configuration and weights, tokenizer reference, dataset and split fingerprint, training configuration, package versions, evaluation outputs, model card, license notes, and example inference code. State clearly whether the model is an adapter, merged model, quantized model, or base-model demo.",responsible_ai,reproducible model release,reproducible model release,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain what should accompany a reproducible LoRA model release.

Response:","Using a reproducible LoRA model release, a reproducible LoRA model release should be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to",lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,3.321824,65,193,58.1006,0.2228,0.021505376344086023,0.0,0.021505376344086023,0.27433565,0.6517571,0.36869103,0.5927175,0.70526123,0.6441102,0.925,True,0.9,1.0,True,1.0,0.0,True,['low_reference_support'],review,[],0.274336
mlds-ext-746144a78be4,What should an error analysis include?,,"Segment errors by class, confidence, data source, time period, and important subgroups. Read representative false positives and false negatives, identify recurring causes, check annotation quality and leakage, and convert findings into data, feature, threshold, or modeling improvements.",workflow_explanation,error-analysis,error-analysis,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: What should an error analysis include?

Response:",Error analysis should be able to identify a specific error problem. It should be able to identify a specific error problem. It should be able to identify an error problem.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.627388,59,42,66.9442,0.2156,0.05970149253731343,0.0,0.05970149253731343,0.5132525,0.7184423,0.5645499,0.74093217,0.7178793,0.72922355,0.7,True,1.0,0.0,True,1.0,0.0,False,[],none,[],0.513252
mlds-ext-c333a9d3e751,Explain a practical workflow for human evaluation of an educational LLM.,,"Recommended workflow: 1. Define a rubric for correctness, relevance, instruction adherence, clarity, and safety. 2. Sample prompts across categories and difficulty. 3. Blind model identity when comparing systems. 4. Use at least two reviewers for a representative subset. 5. Record disagreements and adjudication. 6. Report score distributions and examples. 7. Connect manual findings to automated metrics. Important pitfall: A single unblinded reviewer can introduce substantial subjective bias.",workflow_explanation,human evaluation of generated answers,human evaluation of generated answers,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain a practical workflow for human evaluation of an educational LLM.

Response:",Practical workflow for human evaluation of an educational LLM. It is based on a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,3.223708,66,193,59.8689,0.2228,0.056603773584905655,0.0,0.04716981132075472,0.3727541,0.63600266,0.43856624,0.7165568,0.6856983,0.70078796,0.7,True,1.0,0.0,True,1.0,0.0,True,['low_reference_support'],review,[],0.372754
mlds-ext-678241d7e462,Explain a practical workflow for a regression project.,,"Recommended workflow: 1. Define target timing and business error cost. 2. Inspect target distribution, missingness, and leakage. 3. Choose a representative split. 4. Build mean and linear baselines. 5. Create a reproducible preprocessing pipeline. 6. Compare mae, rmse, residuals, and subgroup behavior. 7. Tune only inside the training-validation process. 8. Test once and document uncertainty. 9. Deploy with input validation and drift monitoring. Important pitfall: A single R-squared value is not enough to judge model usefulness.",workflow_explanation,regression project,regression project,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain a practical workflow for a regression project.

Response:","Practical workflow for a regression project is: Using a regression model, a regression model, a regression model, a regression model, a regression model, a regression model, and a regression model.",lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.759363,63,49,64.5278,0.2161,0.14814814814814814,0.0,0.1111111111111111,0.47354218,0.8572137,0.56946003,0.79959774,0.6745284,0.73175746,0.7,True,1.0,0.0,True,1.0,0.0,False,[],none,[],0.473542
